EventId,DER_mass_MMC,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltaeta_jet_jet,DER_mass_jet_jet,DER_prodeta_jet_jet,DER_deltar_tau_lep,DER_pt_tot,DER_sum_pt,DER_pt_ratio_lep_tau,DER_met_phi_centrality,DER_lep_eta_centrality,PRI_tau_pt,PRI_tau_eta,PRI_tau_phi,PRI_lep_pt,PRI_lep_eta,PRI_lep_phi,PRI_met,PRI_met_phi,PRI_met_sumet,PRI_jet_num,PRI_jet_leading_pt,PRI_jet_leading_eta,PRI_jet_leading_phi,PRI_jet_subleading_pt,PRI_jet_subleading_eta,PRI_jet_subleading_phi,PRI_jet_all_pt,Weight,Label
100010,133.2058049,86.24,79.692,27.201,2.859248271,686.4611743,-5.524878903,2.338,27.201,81.734,1.75,-1.412,0.720681759,29.718,-0.866,2.878,52.016,0.126,-1.288,51.276,0.688,250.178,0,51.41089681,-0.257938748,-0.556422856,17.84377819,-2.712008465,1.30096277,0,2.299503737,b
100011,114.744,10.286,75.712,30.816,2.563,252.599,-1.401,2.888,36.745,239.804,1.061,1.364,0.769,35.976,-0.669,-0.342,38.188,-0.165,2.502,22.385,2.148,290.547,3,76.773,-0.79,0.303,56.876,1.773,-2.079,165.64,0.307169524,b
100012,145.297,64.234,103.565,106.999,1.225837611,197.4989434,1.685494712,2.183,24.66,192.245,0.576,0.689,0.623119717,62.89,-0.766,-1.632,36.237,0.722,-0.035,43.91,-1.907,232.362,1,93.117,-0.97,1.943,12.02252509,0.636003652,2.960837089,93.117,1.681611443,b
100013,82.488,31.663,64.128,8.232,4.90856077,878.7367816,-5.915838223,2.823,8.232,58.649,1.303,-1.414,0.743963271,25.47,-0.654,-2.99,33.179,-1.665,-0.354,12.439,1.433,163.42,0,5.433647084,-0.267573518,-1.069695317,45.98627625,-0.902744432,4.063752903,0,2.18389154,b
100014,41.64852838,109.412,14.398,17.323,2.916578405,392.5991044,-1.659147028,0.472,17.323,62.565,1.774,-0.272,0.803199083,22.552,1.389,1.34,40.013,1.856,1.412,75.197,-1.583,198.616,0,23.38466418,0.288835833,-2.046554389,38.13574168,1.140112984,-0.569713553,0,2.151198668,b
100015,111.026,32.096,75.271,23.067,6.024347713,1242.09434,-5.365961169,3.205,23.067,69.649,1.276,-1.414,0.738528851,30.606,-1.107,-1.903,39.043,-1.944,1.191,19.959,2.415,122.176,0,52.17662419,-0.342300408,0.622388814,32.93316815,-2.088353445,-3.020892522,0,0.018636117,s
100016,114.256,4.351,67.963,47.221,2.605988138,-11.16133282,-1.2923595,2.954,26.243,100.93,1.145,0.218,0.946372565,30.145,0.484,-0.929,34.522,-0.215,1.941,41.899,2.055,191.568,1,36.263,-0.766,-0.686,34.37759146,-0.379986823,0.262084551,36.263,1.454848473,b
100017,127.861,50.953,77.267,26.967,4.864642095,821.3980331,-2.908589062,2.833,26.967,79.503,1.586,1.401,0.650709238,30.739,-0.635,2.603,48.764,-0.343,-0.862,17.557,-2.975,211.72,0,18.96784873,-2.877550018,1.150254566,31.45756733,3.132436893,-2.947803945,0,0.001502705,s
100018,94.66145739,85.186,68.827,5.042,2.071982843,575.4716509,-0.621906428,2.116,5.042,71.443,1.558,-1.351,0.350858983,27.931,1.175,2.356,43.512,2.332,0.584,44.698,-2.033,151.816,0,-13.77682178,0.226468945,-0.446766267,91.20930118,-0.940136384,-1.82310317,0,5.121623578,b
100019,173.6973463,88.767,115.058,15.337,-0.48592169,-306.4443426,4.102041873,2.879,15.337,58.211,0.875,-1.395,0.085653917,31.046,1.38,0.451,27.165,-1.486,0.724,72.981,-2.577,115.145,0,42.96686775,-1.89802019,-0.27057747,44.48161674,-2.275028193,0.845587663,0,5.979350674,b
100020,91.75392472,89.705,41.765,18.437,3.325223534,529.9705168,-4.1216036,1.395,18.437,57.157,1.082,-1.178,0.30622767,27.453,1.58,2.51,29.704,0.341,1.869,67.909,-1.169,225.139,0,46.16587467,0.054829485,1.049661045,43.81423756,-1.97675006,-1.07514474,0,2.198594451,b
100021,90.736,18.674,60.231,25.156,-0.651150325,-624.6218224,4.688442648,2.363,25.156,64.833,0.749,-0.8,0.111629086,37.06,1.537,-2.616,27.773,1.161,1.335,27.431,0.645,169.061,0,54.6006531,-2.091919711,3.085364283,44.70194253,-2.235303703,0.736346153,0,1.681611443,b
100022,87.075,38.217,67.041,2.347,2.788950616,475.8302444,-0.932985505,2.852,2.347,65.281,1.276,-1.409,0.652210013,28.688,1.739,-2.975,36.594,2.367,-0.193,12.556,2.008,68.527,0,30.54046396,1.001751566,2.037367553,49.52281993,0.935052085,1.170390133,0,4.569367987,b
100023,141.481,0.736,111.581,174.075,1.955,364.344,-0.923,1.335,6.663,440.859,0.652,1.042,0.207,98.565,0.19,-1.506,64.285,1.405,-0.952,17.96,-0.973,454.785,2,195.533,1.156,1.416,82.477,-0.798,-2.785,278.009,0.001502705,s
100024,110.785,72.927,82.775,30.888,1.254365451,177.7357691,1.654040618,3.032,30.888,77.888,2.581,1.353,0.205959003,21.751,-0.709,-1.088,56.137,0.531,1.679,27.318,-0.716,253.577,0,52.58433555,-1.70456622,-1.36889734,42.55111199,-0.293798814,-1.284714827,0,2.541665649,b
100025,76.883,34.384,56.993,5.569,3.74303924,294.1472388,-3.891704674,2.912,5.569,58.116,1.492,-1.409,0.833585613,23.319,-0.081,-0.338,34.797,-0.321,2.564,10.098,-1.397,93.086,0,49.3757487,-0.881396802,-1.06390565,39.33306305,-1.197863099,-3.326790126,0,1.681611443,b
100026,137.197,68.009,78.296,35.332,0.958083471,37.07399926,3.002072077,2.883,0.204,115.081,1.295,1.403,0.700825934,34.657,1.587,-2.231,44.897,1.664,1.17,32.07,-2.891,82.224,1,35.527,4.347,-0.169,46.1127729,0.773876003,-4.666337361,35.527,0.001502705,s
100027,111.271,27.18,70.642,144.766,4.936,1021.322,-5.834,1.795,0.367,309.992,2.848,1.306,0.696,24.899,-0.089,-2.342,70.923,-0.98,-0.783,69.364,-1.173,289.876,2,170.712,-1.961,2.22,43.458,2.974,-0.103,214.17,0.001502705,s
100028,118.104,2.633,77.31,91.388,5.725987377,862.8462997,-5.944869818,1.976,21.536,159.743,1.172,1.061,1.000689579,37.999,-0.214,-2.678,44.523,-1.354,-1.064,39.141,-1.127,175.843,1,77.221,-0.049,1.426,35.2639744,-2.008180387,-0.288149136,77.221,0.001502705,s
100029,98.761,14.024,74.23,132.806,3.676,315.854,-2.665,1.261,23.29,239.33,1.541,1.306,0.982,49.624,-1.093,1.995,76.454,-0.595,0.836,26.438,1.15,357.815,2,80.627,0.993,-2.018,32.625,-2.683,-1.467,113.252,0.309795156,b
100030,56.55021289,91.316,51.771,33.742,1.612451611,1.450960281,6.060211502,1.309,0.876,112.809,1.718,-1.318,-0.085722664,29.267,-1.346,-0.333,50.292,-2.443,-1.046,44.156,2.595,157.431,1,33.25,-3.199,2.057,33.81386343,-0.768980213,-0.893465989,33.25,2.331941128,b
100031,121.681,6.041,73.202,198.114,2.639,295.942,-1.738,1.148,31.017,412.518,0.262,0.838,0.984,126.071,0.953,2.492,32.986,0.231,-2.899,65.09,-2.769,515.415,3,182.449,1.383,0.001,38.006,-1.257,-0.609,253.461,0.001502705,s
100032,129.186,64.045,69.499,63.165,5.087,854.799,-6.159,2.745,6.58,203.08,0.769,1.355,0.82,37.764,0.215,0.74,29.054,-0.575,-2.914,45.253,1.204,199.861,2,81.17,3.102,-0.977,55.092,-1.985,3.065,136.262,0.001502705,s
100033,123.112,62.758,86.702,39.901,3.16,244.181,-2.139,2.825,9.732,184.194,2.089,1.337,0.929,26.075,-0.175,-0.782,54.476,1.026,2.944,23.618,-1.209,309.43,2,71.127,2.177,0.558,32.515,-0.983,-2.628,103.642,1.135151604,b
100034,156.894,39.256,122.894,71.682,1.307651542,-157.0721868,5.491625108,2.387,29.365,148.381,1.11,0.655,0.359581972,48.605,-2.123,-3.018,53.933,-0.456,-1.308,10.096,2.976,195.864,1,45.843,1.131,1.15,36.13919293,-1.639684835,-0.855276399,45.843,2.380224,b
100035,72.712,20.762,50.255,39.263,2.415535151,146.8047446,1.908807518,2.186,21.817,103.596,1.269,1.414,-0.075639654,25.085,-0.251,3.006,31.832,-0.357,0.823,12.563,1.915,152.875,1,46.679,-1.711,-1.864,26.75891887,1.964340869,0.932928408,46.679,1.681611443,b
100036,134.153,23.856,100.96,9.377,2.621087619,398.8807298,-4.666836601,2.846,9.377,101.789,0.759,-1.405,0.201759084,57.869,-0.428,0.614,43.919,-0.1,-2.842,11.797,-1.739,241.281,0,44.74178726,0.821437341,-0.754867883,38.52327562,-0.237609049,-0.300269939,0,0.018636117,s
100037,155.487,61.072,125.013,2.768,5.730182425,1018.182812,-6.628942498,2.908,2.768,123.704,1.176,-1.408,1.606236943,56.845,-0.935,2.009,66.859,-1.357,-1.397,16.589,0.923,95.267,0,50.98428367,-1.527260515,-0.725634207,46.12893473,-0.631507535,-3.020268528,0,0.018636117,s
100038,138.362,38.034,99.038,65.021,1.814,275.461,1.506,2.605,97.25,403.267,1.875,0.023,0,21.326,1.459,-1.615,39.994,-1.133,-1.869,18.093,-0.299,453.69,3,114.602,0.619,0.165,77.053,2.433,-2.637,341.947,0.018636117,s
100039,120.506,22.729,88.889,35.999,0.218,167.175,5.17,2.465,32.706,294.349,1.448,1.171,0,39.107,-1.081,1.431,56.61,-1.185,-1.032,2.713,1.29,243.867,3,88.399,-2.168,-1.423,77.27,-2.385,1.876,198.632,0.002653311,s
100040,109.684,42.664,86.064,0.23,4.371097459,413.0446391,-1.471005496,2.745,0.23,82.944,0.939,-1.414,0.758936918,42.787,-1.942,-0.574,40.158,-1.218,2.074,20.195,-2.516,59.902,0,59.59204759,-4.185911458,-0.761289628,47.26274137,0.879072432,-1.945838926,0,0.018636117,s
100041,90.833,62.236,53.228,21.581,4.233050722,558.6262884,-1.847021173,2.629,21.581,55.182,1.445,-0.797,0.802046246,22.566,1.645,-2.03,32.616,1.287,0.574,29.74,-2.484,70.266,0,67.3479409,2.568128782,1.183495764,-1.009551196,-3.687490408,1.571679836,0,2.04995062,b
100042,122.516,50.183,87.682,102.403,3.28,479.59,-2.564,1.881,0.731,297.49,0.477,1.025,0.631,77.097,-0.303,-2.694,36.746,-0.758,1.764,27.921,-2.719,275.222,2,98.198,1.995,0.961,85.448,-1.285,-0.995,183.646,0.001502705,s
100043,132.049,65.682,87.937,0.861,1.662920728,271.0238978,2.859757703,2.952,0.861,87.374,1.542,-1.377,0.888623908,34.371,-1.723,-2.546,53.003,-1.181,0.355,21.006,3.141,68.796,0,37.1765302,0.897859495,-0.241484075,58.83291842,0.137220245,0.152074031,0,4.680172656,b
100044,84.86,33.706,67.847,18.079,4.865187533,589.2500998,-5.285846151,2.346,18.079,73.32,1.076,-1.367,0.990453326,35.311,1.323,2.505,38.009,1.526,-1.44,17.651,-0.023,176.82,0,34.09599998,0.52264934,-1.551301336,50.96745725,1.775137759,2.63352941,0,0.071357137,b
100045,27.788,68.032,23.53,33.375,1.37,78.189,3.443,0.78,10.201,132.965,1.373,-0.776,0.024,26.365,0.664,1.693,36.2,0.656,2.474,32.195,-0.498,233.334,2,37.734,2.663,-0.491,32.666,1.293,-2.358,70.4,1.91655444,b
100046,201.473,23.002,104.041,60.49,4.437,491.375,-4.916,2.968,1.786,247.731,0.257,1.408,0.688,102.618,-1.475,2.409,26.334,-1.281,-0.913,47.249,-1.577,337.398,2,86.447,-2.142,0.298,32.332,2.295,-2.273,118.779,0.018636117,s
100047,130.079,53.335,97.435,1.382,5.265270445,1241.917519,-6.871040212,3.023,1.382,93.255,1.32,-1.403,0.756394531,40.193,-1.06,-0.659,53.062,-0.374,2.681,14.532,0.104,118.867,0,62.12226517,-2.007710472,-0.366760379,26.23849639,-1.093508073,-1.240508801,0,0.018636117,s
100048,167.534,41.277,123.308,9.909,4.696195006,578.2304441,-2.069170167,2.776,9.909,124.886,0.713,-1.406,0.315754708,72.924,-0.14,0.934,51.962,0.266,-2.603,23.577,-1.342,319.578,0,40.84993209,-0.410478859,-1.340562265,46.08910935,-3.095722484,1.562512024,0,1.740975285,b
100049,95.407,21.584,67.766,1.482,2.584705732,413.7588067,0.658140751,3.042,1.482,67.894,1.087,-1.414,0.558600431,32.531,0.801,1.014,35.363,0.826,-2.227,4.67,-0.233,70.691,0,53.25687406,0.388418785,-0.306894508,29.04108847,-0.248503997,2.342769326,0,0.018636117,s
100050,219.057,72.461,124.835,5.506,3.588663015,746.6641551,-0.960264319,3.771,46.936,122.986,1.932,-1.382,0.432532793,24.759,-1.063,0.332,47.83,1.347,-2.569,28.499,0.96,90.355,1,50.396,-0.708,-0.642,64.51153961,0.074225286,-1.261948407,50.396,2.94211761,b
100051,104.142,37.94,69.029,50.58,3.941,411.813,-1.86,2.448,4.194,185.688,0.989,1.407,0.991,35.311,0.948,-2.167,34.912,1.605,1.758,24.104,-3.099,202.281,2,69.371,-0.548,0.57,46.094,3.392,-1.725,115.465,0.001502705,s
100052,165.5007275,83.924,136.152,40.286,-1.376924652,-1027.680979,7.621434007,3.111,40.286,67.818,1.884,-0.574,-0.236746495,23.515,-1.272,-1.525,44.302,1.66,-2.567,41.305,0.183,104.743,0,42.62007291,-0.510072403,1.06662372,13.1496582,-1.415064358,3.086236425,0,6.883942767,b
100053,131.3936036,98.947,85.408,1.578,1.204902455,89.60346091,0.502203077,2.598,1.578,89.173,2.074,-1.331,0.523102705,29.005,0.167,-0.454,60.168,0.918,2.033,42.635,-1.54,146.821,0,50.09942784,3.29949768,2.423309678,43.85383821,-0.452350956,-0.123743086,0,5.041468469,b
100054,219.292,74.6,177.143,2.423,-1.290805201,-523.1781257,7.560899903,4.054,2.423,71.678,1.841,-1.337,-0.203762623,25.232,1.099,-2.41,46.447,-2.127,1.419,31.593,-1.263,106.965,0,28.95717285,-0.894998147,-1.359900325,45.15429577,0.900636542,1.122541762,0,6.988255875,b
100055,51.025,50.315,46.006,1.303,-1.722751246,-539.2856998,9.893998589,2.109,1.303,52.149,1.155,-1.411,-1.092517179,24.198,0.872,-2.822,27.952,0.457,-0.755,28.169,1.469,54.023,0,84.68651117,-0.045678137,2.395274275,28.65575385,-1.512787184,-1.386598282,0,4.387807461,b
100056,133.5047587,110.686,65.448,49.395,0.482,24.02,7.901,2.893,26.385,138.2,2.106,-1.393,0,21.631,-0.767,-1.698,45.546,-0.107,1.769,73.398,-0.785,185.682,2,40.581,-3.062,2.144,30.442,-2.58,2.396,71.023,2.155939772,b
100057,148.523,31.911,97.497,171.074,1.209,262.61,-0.067,1.423,20.859,420.089,1.018,0.558,0,73.982,-1.987,-2.864,75.348,-1.992,-1.441,86.93,-1.044,521.36,2,214.449,-0.058,1.525,56.31,1.151,-1.743,270.759,0.001502705,s
100058,104.221,13.816,71.225,27.029,4.570692275,661.3072456,-6.21715458,2.836,27.029,70.783,1.005,1.389,0.513660771,35.306,-2.443,-2.933,35.478,-2.046,-0.125,17.674,-0.684,149.85,0,49.95228992,1.316754175,2.222130251,25.90829414,2.245568313,4.599696133,0,0.001502705,s
100059,73.819,83.737,60.659,43.435,1.494,162.191,-0.546,1.576,45.807,273.216,2.027,-1.34,0.001,30,2.02,-1.803,60.803,1.905,2.908,39.933,0.877,283.314,3,80.042,-0.856,1.304,52.501,0.638,-1.114,182.413,0.744056247,b
100060,103.646,40.918,64.244,135.726,0.68,73.056,1.649,1.524,18.535,305.027,0.517,1.287,0.959,61.114,-0.595,1.353,31.599,-1.398,2.648,59.825,1.668,402.277,3,78.174,-1.668,-0.978,58.097,-0.989,-1.727,212.314,0.001502705,s
100061,122.934,73.141,68.069,4.647,4.430004221,1017.711888,-4.896161372,2.992,4.647,74.409,2.326,-1.361,0.448447537,22.375,0.805,-1.579,52.034,0.814,1.413,25.922,-1.913,89.716,0,25.33080357,-1.230119344,-1.65395109,44.32429658,-1.286467522,-1.668670875,0,0.018636117,s
100062,139.394,71.611,78.711,28.947,3.777853627,352.0708411,-3.567552787,2.945,2.399,110.117,1.594,1.397,1.034234238,30.409,2.452,-0.472,48.47,1.948,2.429,30.839,0.061,162.628,1,31.238,-2.123,-2.415,35.45188419,0.381994406,3.945159161,31.238,2.022828878,b
100063,92.065,65.274,53.52,28.173,2.643144181,228.3346846,-1.151535695,2.738,28.173,54.346,1.202,-1.304,0.331793964,24.676,-0.828,1.37,29.67,-0.541,-2.19,36.512,0.692,84.621,0,71.93373048,-5.611215132,-0.091451917,6.061002097,4.27035716,-1.19236795,0,4.37757339,b
100064,92.696,51.669,68.835,39.384,3.013058382,380.0890455,-4.522359047,2.513,15.701,123.58,2.285,1.329,0.510168332,23.815,-0.034,3.075,54.41,-0.249,-0.705,16.44,-2.79,215.024,1,45.355,-0.977,1.973,15.12352048,-0.671104996,-3.115751944,45.355,1.681611443,b
100065,83.081,63.334,60.631,38.653,3.613692447,543.4588504,-4.30264267,2.077,0.91,111.277,1.715,0.089,0.963578608,26.803,1.979,-3.099,45.97,2.125,-1.027,23.701,2.686,214.474,1,38.504,2.526,0.914,15.70702816,-2.742111547,-2.19921204,38.504,0.991912782,b
100066,123.715,57.088,81.811,53.612,2.618732156,92.17142921,-2.347425192,3.043,53.612,82.428,0.562,1.404,0.217156713,52.772,2.288,2.793,29.656,1.748,-0.495,30.361,-3.01,222.183,0,30.7895626,1.361935717,0.253710312,22.62378291,1.689975124,1.302378103,0,1.454848473,b
100067,94.229,78.683,69.352,25.679,2.230239408,74.63888304,1.439821536,2.507,25.679,71.802,1.481,-0.909,0.079523351,28.94,1.102,-2.445,42.862,0.519,1.4,36.135,-1.794,218.411,0,16.04708392,0.361547511,0.773394894,36.25156313,1.378869938,-3.01323124,0,4.667947221,b
100068,88.532,16.345,50.14,95.309,4.557,580.126,-3.436,1.771,34.156,187.654,1.29,1.306,0.585,26.665,-1.201,0.175,34.406,-0.344,1.725,52.175,1.337,326.007,2,83.996,-0.953,-1.522,42.588,3.604,-2.122,126.584,0.071357137,b
100069,101.675,72.911,49.453,42.633,3.942495735,795.5942512,-4.391720235,2.605,42.633,51.687,1.302,0.136,0.55262936,22.455,1.337,1.183,29.231,1.411,-1.421,46.471,1.425,126.9,0,10.76745053,-2.847322645,-0.767081326,31.66159675,0.983774211,-0.056719867,0,1.681611443,b
100070,120.253,30.144,82.176,38.736,3.918,407.579,-3.457,2.551,46.301,243.103,1.017,1.4,0.434,39.923,1.963,0.062,40.602,1.174,-2.364,11.126,-0.788,337.559,3,59.401,1.342,-0.369,53.711,-2.577,2.14,162.577,0.001502705,s
100071,96.04918979,70.619,81.224,23.097,1.762134202,28.69325775,-0.20355703,1.724,23.097,122.205,0.304,-1.178,0.141425282,93.741,0.675,0.441,28.464,1.294,2.05,75.369,-2.499,169.293,0,103.7967153,1.283860607,4.069737905,33.20116484,-1.020553687,-1.170173598,0,0.00150187,s
100072,96.906,71.751,74.602,39.664,-0.109848568,-91.15560784,3.705053151,2.348,14.617,107.103,0.984,-0.875,0.051594169,35.66,0.557,-1.441,35.076,1.736,2.811,36.787,-0.432,148.77,1,36.367,-1.891,1.316,66.29189556,0.917438367,-3.343128782,36.367,2.133275442,b
100073,92.222,16.05,64.769,3.422,5.26720084,952.4927151,-4.154671697,2.824,3.422,66.948,0.662,-1.39,1.17371099,40.271,-2.097,1.567,26.677,-2.163,-1.256,13.736,-2.121,124.752,0,61.0740558,-2.587602621,3.663376795,17.11839432,-1.631948211,-0.682058989,0,0.018636117,s
100074,54.32563972,65.71,56.525,1.118,1.642193468,260.4095442,0.917102866,2.012,1.118,66.151,1.174,-1.407,0.343796367,30.428,1.804,1.066,35.723,2.193,-0.908,36.227,3.073,123.357,0,59.66409204,1.256647812,0.64438857,31.9815537,-0.437977021,-1.320516619,0,4.387417467,b
100075,98.597,41.715,78.618,3.375,3.95673264,732.5839999,-5.582690808,2.409,3.375,86.58,0.62,-1.359,0.561718179,53.443,-0.714,1.477,33.137,-0.668,-0.932,36.055,-2.228,135.433,0,58.01975637,0.144407583,-0.100398256,23.5797834,2.12845238,1.185597294,0,0.00150187,s
100076,239.551,118.683,193.111,6.549,1.183121894,273.7956768,0.896205361,2.857,6.549,181.614,1.246,-1.398,-0.109212668,80.853,0.563,-1.877,100.761,1.4,0.855,39.99,-3.012,170.842,0,46.64459848,0.974604814,1.652332096,59.90396372,0.44354673,0.670485254,0,2.108394752,b
100077,86.629,33.856,67.5,49.081,2.978,229.16,-1.67,1.951,17.799,204.93,1.273,-0.7,0.422,28.542,-0.476,2.973,36.328,-2.124,1.929,12.569,0.1,215.393,3,56.951,0.749,-0.296,42.88,-2.229,-2.825,140.06,0.307169524,b
100078,132.35,65.858,106.57,124.84,5.822,1558.773,-8.423,1.931,34.787,303.37,3.479,-0.24,0.998,29.167,1.769,1.972,101.483,0.362,-2.989,37.422,-1.862,325.373,2,101.934,3.139,0.444,70.786,-2.683,-0.567,172.721,0.001502705,s
100079,123.29,52.954,76.946,129.157,5.685296927,1127.324199,-6.733220039,1.769,26.758,224.796,0.427,1.286,0.839706925,76.021,0.184,-1.902,32.459,0.083,2.615,52.567,-2.277,273.452,1,116.316,-1.171,0.641,39.38797383,1.393758637,-0.221511091,116.316,0.002653311,s
100080,84.608,50.05,63.451,0.658,0.418409004,-275.8270967,-1.034478508,2.961,0.658,57.911,1.655,-1.375,0.073773706,21.816,2.445,-0.567,36.095,1.377,2.954,18.405,0.296,29.742,0,25.32895554,4.303683712,-3.498414335,50.69788669,-3.712341418,2.254806561,0,5.099245505,b
100081,72.20183772,65.312,50.047,0.515,1.627228119,275.7522095,4.709871375,2.13,74.884,132.893,1.709,-1.372,0.212024829,21.429,0.266,-0.062,36.623,0.718,2.02,32.276,-1.758,32.944,1,74.841,0.616,-1.564,48.47900186,-0.722086235,0.442791445,74.841,1.681611443,b
100082,166.64,15.868,80.477,77.915,1.575,215.121,-0.544,2.871,28.035,410.568,0.691,1.31,0.159,39.441,-0.64,-2.622,27.269,0.793,1.174,69.34,1.541,453.141,3,85.392,-1.062,0.166,81.559,0.513,-2.255,343.858,0.001502705,s
100083,145.99,68.862,97.342,28.538,4.664,396.915,-5.149,3.088,24.909,174.47,2.139,1.41,0.677,31.234,-0.185,2.945,66.796,-0.917,-0.056,20.804,2.299,198.904,2,39.577,2.871,-2.316,36.863,-1.793,1.295,76.44,1.08294034,b
100084,99.668,25.986,60.637,192.267,1.048,231.346,-0.273,1.405,37.955,435.679,3.282,0.677,0.475,23.845,-0.56,1.128,78.248,0.418,0.119,105.389,-0.168,392.838,3,176.49,-0.558,2.664,73.566,0.49,-1.616,333.586,0.358539992,b
100085,51.14446526,71.692,52.779,2.705,-1.181344505,-408.7438819,5.453356528,1.985,2.705,50.751,1.533,-1.349,-0.165982791,20.039,-0.33,-2.606,30.712,-1.988,-1.514,43.206,1.27,72.211,0,54.92953781,0.713754469,0.006094489,34.18275115,-2.593193548,0.664845306,0,5.571711625,b
100086,199.9,78.686,167.085,77.236,0.708179448,-36.06580585,3.66204743,2.934,17.233,172.545,1.785,-0.112,0.447460565,30.651,-0.735,0.131,54.696,2.183,0.439,43.135,2.327,277.402,1,87.198,-2.031,-2.452,41.49828061,3.928740336,-1.273795723,87.198,3.080930775,b
100087,92.079,42.327,71.28,29.118,2.686928624,458.4433337,0.198026687,2.322,29.118,73.226,1.257,-1.284,0.516611422,32.441,0.71,-0.658,40.785,-0.107,-2.831,28.662,2.117,146.893,0,42.27118358,-1.993521889,0.286007541,30.63289918,3.565543314,-1.883193371,0,2.011955529,b
100088,117.247,102.167,79.738,34.164,3.319763603,608.1290447,-1.94406108,3.23,1.991,108.514,2.485,1.403,1.009537184,21.432,0.105,-3.107,53.255,1.292,0.172,53.22,2.743,111.693,1,33.828,-0.454,-1.074,32.47246213,-0.73475427,-0.25304788,33.828,2.388297503,b
100089,235.976,55.918,175.744,39.662,4.656425779,801.9646759,-5.455174432,2.69,3.627,193.94,0.618,-1.101,0.936338202,94.921,-0.567,2.08,58.684,0.803,-1.888,68.732,-0.977,290.533,1,40.334,-0.965,0.94,28.73475467,1.972337403,-2.90173167,40.334,0.744056247,b
